59	317
59	318
319	124
199	145
104	145
320	120
164	30
290	271
60	77
60	321
60	271
322	139
105	30
76	189
166	145
323	324
323	325
326	310
120	77
120	108
120	311
61	226
121	139
121	108
121	327
121	152
121	221
121	182
121	313
121	226
121	252
328	329
328	330
331	145
139	62
139	204
139	107
139	145
139	77
139	214
139	63
139	327
139	123
139	332
139	129
139	244
139	271
139	221
139	225
139	278
139	333
139	316
139	334
139	335
139	208
204	145
212	336
337	330
338	335
145	77
145	214
145	134
145	168
145	339
145	136
145	340
145	147
145	341
145	112
145	194
145	342
145	343
145	344
145	345
145	300
145	346
145	157
145	158
145	198
145	178
145	347
145	348
145	349
145	350
145	200
145	351
145	302
145	352
145	353
145	354
145	355
145	356
145	357
145	358
145	359
145	360
145	361
145	362
145	363
145	364
145	365
256	366
256	367
77	321
77	63
77	151
77	248
77	368
369	182
321	110
321	218
366	258
366	370
146	218
146	156
146	248
146	371
108	216
108	63
108	372
109	373
122	216
122	116
110	218
110	124
110	374
168	116
168	375
376	63
376	223
377	116
377	378
218	148
218	379
218	380
63	191
63	312
63	159
63	381
63	336
191	124
191	220
191	223
191	248
191	382
137	196
280	383
384	385
386	387
386	388
386	389
390	316
385	257
385	367
391	392
393	310
394	372
124	271
125	395
284	271
284	396
397	116
148	116
196	378
398	311
311	194
311	399
374	400
401	378
116	131
116	160
116	349
116	402
116	379
116	368
116	403
171	263
271	222
153	248
399	195
399	404
399	405
406	222
222	333
222	380
195	404
195	405
223	407
372	408
176	409
187	410
404	405
313	316
349	411
349	412
349	413
349	414
352	415
416	310
417	310
257	258
257	367
257	418
258	370
310	419
310	420
421	422
387	389
423	330
330	424
388	389
425	426
367	427
367	370
428	429
428	430
428	431
428	432
428	433
434	356
